last_name,first_name,full_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,icpsr_id,wikipedia_id
Diaz-Balart,Mario,Mario Diaz-Balart,1961-09-25,M,rep,FL,25,Republican,https://mariodiazbalart.house.gov,374 Cannon House Office Building Washington DC 20515-0925,202-225-4211,,MarioDB,mdiazbalart,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,D000600,1717,N00025337,,1003562,400108,24312,Mario Diaz-Balart,20316,Mario Díaz-Balart
Doggett,Lloyd,Lloyd Doggett,1946-10-06,M,rep,TX,35,Democrat,https://doggett.house.gov,2307 Rayburn House Office Building Washington DC 20515-4335,202-225-4865,,RepLloydDoggett,lloyddoggett,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,D000399,303,N00006023,,36810,400111,21689,Lloyd Doggett,29571,Lloyd Doggett
Doyle,Michael,Michael F. Doyle,1953-08-05,M,rep,PA,18,Democrat,https://doyle.house.gov,270 Cannon House Office Building Washington DC 20515-3818,202-225-2135,,USRepMikeDoyle,usrepmikedoyle,CongressmanDoyle,UCni9vINmgerEeVXhKCC9qbA,D000482,316,N00001373,,36774,400114,21853,Michael F. Doyle,29561,Mike Doyle (American politician)
Duncan,Jeff,Jeff Duncan,1966-01-07,M,rep,SC,3,Republican,https://jeffduncan.house.gov,2229 Rayburn House Office Building Washington DC 20515-4003,202-225-5301,,RepJeffDuncan,RepJeffDuncan,congjeffduncan,UC1tuXL6ymImdpKYGEAH83QA,D000615,2057,N00030752,,62713,412472,47967,Jeff Duncan,21174,Jeff Duncan (politician)
Eshoo,Anna,Anna G. Eshoo,1942-12-13,F,rep,CA,18,Democrat,https://eshoo.house.gov,272 Cannon House Office Building Washington DC 20515-0518,202-225-8104,,RepAnnaEshoo,RepAnnaEshoo,RepAnnaEshoo,UCjRvhco2d59GBgA78IIIaYQ,E000215,355,N00007335,,26130,400124,26741,Anna Eshoo,29312,Anna Eshoo
Fleischmann,Charles,"Charles J. ""Chuck"" Fleischmann",1962-10-11,M,rep,TN,3,Republican,https://fleischmann.house.gov,462 Cannon House Office Building Washington DC 20515-4203,202-225-3271,,RepChuck,repchuck,repchuck,UCTtRrJkM-R-f2K0byCMvHgw,F000459,2061,N00030815,,95146,412476,123456,Charles Fleischmann,21178,Chuck Fleischmann
Fortenberry,Jeff,Jeff Fortenberry,1960-12-27,M,rep,NE,1,Republican,https://fortenberry.house.gov,1514 Longworth House Office Building Washington DC 20515-2701,202-225-4806,,JeffFortenberry,jefffortenberry,JeffFortenberry,UCbWUvw3gQhbFyJzt1Nh6cAA,F000449,1793,N00026631,,1013049,400640,41929,Jeff Fortenberry,20518,Jeff Fortenberry
Foxx,Virginia,Virginia Foxx,1943-06-29,F,rep,NC,5,Republican,https://foxx.house.gov,2462 Rayburn House Office Building Washington DC 20515-3305,202-225-2071,,VirginiaFoxx,RepVirginiaFoxx,repvirginiafoxx,UCggineJcxJn80TRXxdQbx6w,F000450,1791,N00026166,,1013052,400643,6051,Virginia Foxx,20521,Virginia Foxx
Fudge,Marcia,Marcia L. Fudge,1952-10-29,F,rep,OH,11,Democrat,https://fudge.house.gov,2344 Rayburn House Office Building Washington DC 20515-3511,202-225-7032,,RepMarciaFudge,RepMarciaLFudge,marcialfudge,UClmYIIhIcL-WwtBAy1Dhokg,F000455,1895,N00030490,,1030928,412327,110640,Marcia L. Fudge,20941,Marcia Fudge
Garamendi,John,John Garamendi,1945-01-24,M,rep,CA,3,Democrat,https://garamendi.house.gov,2368 Rayburn House Office Building Washington DC 20515-0503,202-225-1880,,RepGaramendi,repgaramendi,garamendiCA10,UCRym1qsO72C39gX6pBu4icg,G000559,1973,N00030856,,18413,412382,29664,John Garamendi,20958,John Garamendi
Gibbs,Bob,Bob Gibbs,1954-06-14,M,rep,OH,7,Republican,https://gibbs.house.gov,2217 Rayburn House Office Building Washington DC 20515-3507,202-225-6265,,RepBobGibbs,RepBobGibbs,RepBobGibbs,UC4J-kVbeE32Up-b_wTLEUmA,G000563,2049,N00031128,,1033844,412463,45466,Bob Gibbs,21165,Bob Gibbs
Gohmert,Louie,Louie Gohmert,1953-08-18,M,rep,TX,1,Republican,https://gohmert.house.gov,2269 Rayburn House Office Building Washington DC 20515-4301,202-225-3035,,RepLouieGohmert,50375006903,GohmertTX01,UC0HMa6X3iMhMq96kkRLLTog,G000552,1801,N00026148,,1011394,400651,50029,Louie Gohmert,20527,Louie Gohmert
Gosar,Paul,Paul A. Gosar,1958-11-22,M,rep,AZ,4,Republican,https://gosar.house.gov,2057 Rayburn House Office Building Washington DC 20515-0304,202-225-2315,,RepGosar,repgosar,repgosar,UC5orqw_9acsKWSRbrqTDXBw,G000565,1992,N00030771,,62470,412397,123491,Paul Gosar,21103,Paul Gosar
Granger,Kay,Kay Granger,1943-01-18,F,rep,TX,12,Republican,https://kaygranger.house.gov,1026 Longworth House Office Building Washington DC 20515-4312,202-225-5071,,RepKayGranger,RepKayGranger,RepKayGranger,UCsRMtemAkyLh78MPES6gMVQ,G000377,1487,N00008799,,45709,400157,334,Kay Granger,29762,Kay Granger
Grassley,Charles,Chuck Grassley,1933-09-17,M,sen,IA,,Republican,https://www.grassley.senate.gov,135 Hart Senate Office Building Washington DC 20510,202-224-3744,http://www.grassley.senate.gov/contact,ChuckGrassley,grassley,senchuckgrassley,UCiCPRkcLMInpDeOqGkMTt4w,G000386,457,N00001758,S153,1167,300048,53293,Chuck Grassley,14226,Chuck Grassley
Graves,Sam,Sam Graves,1963-11-07,M,rep,MO,6,Republican,https://graves.house.gov,1135 Longworth House Office Building Washington DC 20515-2506,202-225-7041,,RepSamGraves,118514606128,,UCdg2ybvoHsSW6t7iJnKHlNg,G000546,1656,N00013323,,89873,400158,9425,Sam Graves,20124,Sam Graves
Green,Al,Al Green,1947-09-01,M,rep,TX,9,Democrat,https://algreen.house.gov,2347 Rayburn House Office Building Washington DC 20515-4309,202-225-7508,,RepAlGreen,repalgreen,RepAlGreen,UCFtgMZm1YUXaZ8OtOj-GDjA,G000553,1803,N00026686,,1012969,400653,49680,Al Green,20529,Al Green (politician)
Griffith,H.,H. Morgan Griffith,1958-03-15,M,rep,VA,9,Republican,https://morgangriffith.house.gov,2202 Rayburn House Office Building Washington DC 20515-4609,202-225-3861,,RepMGriffith,RepMorganGriffith,RepMorganGriffith,UCzxqD7EY_Rdvbc0spbaYkJA,G000568,2070,N00032029,,62766,412485,5148,Morgan Griffith,21191,Morgan Griffith
Grijalva,Raúl,Raúl M. Grijalva,1948-02-19,M,rep,AZ,3,Democrat,https://grijalva.house.gov,1511 Longworth House Office Building Washington DC 20515-0303,202-225-2435,,RepraulGrijalva,Rep.Grijalva,raulgrijalvaaz07,UC8JZLnXS21bhNbcvpoM8O7g,G000551,1708,N00025284,,1003551,400162,28253,Raul M. Grijalva,20305,Raúl Grijalva
Guthrie,Brett,Brett Guthrie,1964-02-18,M,rep,KY,2,Republican,https://guthrie.house.gov,2434 Rayburn House Office Building Washington DC 20515-1702,202-225-3501,,RepGuthrie,CongressmanGuthrie,BrettGuthrie,UCdJhDw-YbdH0RHfWK0sIfiw,G000558,1922,N00029675,,1031343,412278,18829,Brett Guthrie,20916,Brett Guthrie
Harris,Andy,Andy Harris,1957-01-25,M,rep,MD,1,Republican,https://harris.house.gov,2334 Rayburn House Office Building Washington DC 20515-2001,202-225-5311,,RepAndyHarrisMD,AndyHarrisMD,RepAndyHarris,UCvUuV7FiJfJi1yux4qozgMg,H001052,2026,N00029147,,1033464,412434,19157,Andrew Harris,21139,Andy Harris (politician)
Hartzler,Vicky,Vicky Hartzler,1960-10-13,F,rep,MO,4,Republican,https://hartzler.house.gov,2235 Rayburn House Office Building Washington DC 20515-2504,202-225-2876,,RepHartzler,Congresswoman.Hartzler,repvickyhartzler,UCAvttUz6qBVEJiFt7p_MZxw,H001053,2032,N00031005,,95050,412444,8783,Vicky Hartzler,21149,Vicky Hartzler
Hastings,Alcee,Alcee L. Hastings,1936-09-05,M,rep,FL,20,Democrat,https://alceehastings.house.gov,2365 Rayburn House Office Building Washington DC 20515-0920,202-225-1313,,RepHastingsFL,95696782238,RepAlceeHastings,UCaXXiR3YjMuPIlIGRGNnm8A,H000324,511,N00002884,,1858,400170,26798,Alcee L. Hastings,29337,Alcee Hastings
Heinrich,Martin,Martin Heinrich,1971-10-17,M,sen,NM,,Democrat,https://www.heinrich.senate.gov,303 Hart Senate Office Building Washington DC 20510,202-224-5521,http://www.heinrich.senate.gov/contact,MartinHeinrich,MartinHeinrich,SenMartinHeinrich,UCBxh8IK5sMxY0Ln_0G2NYcg,H001046,1937,N00029835,S359,1030686,412281,74517,Martin Heinrich,20930,Martin Heinrich
Herrera Beutler,Jaime,Jaime Herrera Beutler,1978-11-03,F,rep,WA,3,Republican,https://herrerabeutler.house.gov,2352 Rayburn House Office Building Washington DC 20515-4703,202-225-3536,,HerreraBeutler,herrerabeutler,RepHerreraBeutler,UCJEgiA9clfx0amrQUj0aBTQ,H001056,2071,N00031559,,95198,412486,101907,Jaime Herrera Beutler,21187,Jaime Herrera Beutler
Higgins,Brian,Brian Higgins,1959-10-06,M,rep,NY,26,Democrat,https://higgins.house.gov,2459 Rayburn House Office Building Washington DC 20515-3226,202-225-3306,,RepBrianHiggins,RepBrianHiggins,CongressmanHiggins,UCSGbv85HaaYYOrPGePtxwag,H001038,1794,N00027060,,1013050,400641,23127,Brian Higgins,20519,Brian Higgins
Himes,James,James A. Himes,1966-07-05,M,rep,CT,4,Democrat,https://himes.house.gov,2137 Rayburn House Office Building Washington DC 20515-0704,202-225-5541,,JAHimes,CongressmanJimHimes,congressmanhimes,UCCeB6czh6nhCHxOMCk_V4yA,H001047,1913,N00029070,,1031341,412282,106744,Jim Himes,20907,Jim Himes
Hirono,Mazie,Mazie K. Hirono,1947-11-03,F,sen,HI,,Democrat,https://www.hirono.senate.gov,713 Hart Senate Office Building Washington DC 20510,202-224-6361,https://www.hirono.senate.gov/contact,MazieHirono,senatorhirono,CongresswomanHirono,UCcoKhxad156flzPYJ8JMFOA,H001042,1844,N00028139,S361,91216,412200,1677,Mazie K. Hirono,20713,Mazie Hirono
Hoeven,John,John Hoeven,1957-03-13,M,sen,ND,,Republican,https://www.hoeven.senate.gov,338 Russell Senate Office Building Washington DC 20510,202-224-2551,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,SenJohnHoeven,SenatorJohnHoeven,senatorjohnhoevennd,UC1kQIC2Q_Fq9_NRqdb6eHiw,H001061,2079,N00031688,S344,85233,412494,41788,John Hoeven,41107,John Hoeven
Hoyer,Steny,Steny H. Hoyer,1939-06-14,M,rep,MD,5,Democrat,https://hoyer.house.gov,1705 Longworth House Office Building Washington DC 20515-2005,202-225-4131,,LeaderHoyer,WhipHoyer,LeaderHoyer,UCvxgqX65cdhHNjJn64cgY9g,H000874,566,N00001821,,1919,400189,26890,Steny Hoyer,14873,Steny Hoyer
Huizenga,Bill,Bill Huizenga,1969-01-31,M,rep,MI,2,Republican,https://huizenga.house.gov,2232 Rayburn House Office Building Washington DC 20515-2202,202-225-4401,,RepHuizenga,RepHuizenga,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,H001058,2028,N00030673,,1033765,412437,38351,Bill Huizenga,21142,Bill Huizenga
Jackson Lee,Sheila,Sheila Jackson Lee,1950-01-12,F,rep,TX,18,Democrat,https://jacksonlee.house.gov,2426 Rayburn House Office Building Washington DC 20515-4318,202-225-3816,,JacksonLeeTX18,CongresswomanSheilaJacksonLee,TX18SJL,UCi_S-mOZaEco2Zb9guf_8Iw,J000032,588,N00005818,,36819,400199,21692,Sheila Jackson Lee,29573,Sheila Jackson Lee
Johnson,Bill,Bill Johnson,1954-11-10,M,rep,OH,6,Republican,https://billjohnson.house.gov,2336 Rayburn House Office Building Washington DC 20515-3506,202-225-5705,,RepBillJohnson,RepBillJohnson,RepBillJohnson,UCtF08Ay71haDRoJosRN2P_Q,J000292,2046,N00032088,,623472,412460,120649,Bill Johnson (Ohio),21162,Bill Johnson (Ohio politician)
Johnson,Eddie,Eddie Bernice Johnson,1935-12-03,F,rep,TX,30,Democrat,https://ebjohnson.house.gov,2306 Rayburn House Office Building Washington DC 20515-4330,202-225-8885,,RepEBJ,CongresswomanEBJtx30,RepEddieBJohnson,UCVKp8BtjW708H4eXJJQgUYw,J000126,599,N00008122,,23352,400204,27098,Eddie Bernice Johnson,39305,Eddie Bernice Johnson
Johnson,Henry,"Henry C. ""Hank"" Johnson Jr.",1954-10-02,M,rep,GA,4,Democrat,https://hankjohnson.house.gov,2240 Rayburn House Office Building Washington DC 20515-1004,202-225-1605,,RepHankJohnson,115356957005,RepHankJohnson,UCqMici9I7nz_i-PN7eSYjwQ,J000288,1843,N00027848,,1020576,412199,68070,Henry C. Johnson Jr.,20712,Hank Johnson
Johnson,Ron,Ron Johnson,1955-04-08,M,sen,WI,,Republican,https://www.ronjohnson.senate.gov,328 Hart Senate Office Building Washington DC 20510,202-224-5323,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,SenRonJohnson,senronjohnson,SenatorRonJohnson,UCG9XyTVtOAs7VX_q_QVHoaw,J000293,2086,N00032546,S345,62835,412496,126217,Ron Johnson (Wisconsin),41111,Ron Johnson (Wisconsin politician)
Jordan,Jim,Jim Jordan,1964-02-17,M,rep,OH,4,Republican,https://jordan.house.gov,2056 Rayburn House Office Building Washington DC 20515-3504,202-225-2676,,Jim_Jordan,repjimjordan,RepJimJordan,UCPFBhS00ivPV585GlnNlyqA,J000289,1868,N00027894,,1022879,412226,8158,Jim Jordan,20738,Jim Jordan (American politician)
Kaptur,Marcy,Marcy Kaptur,1946-06-17,F,rep,OH,9,Democrat,https://kaptur.house.gov,2186 Rayburn House Office Building Washington DC 20515-3509,202-225-4146,,RepMarcyKaptur,RepresentativeMarcyKaptur,USRepMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,K000009,616,N00003522,,1458,400211,27016,Marcy Kaptur,15029,Marcy Kaptur
Keating,William,William R. Keating,1952-09-06,M,rep,MA,9,Democrat,https://keating.house.gov,2351 Rayburn House Office Building Washington DC 20515-2109,202-225-3111,,USRepKeating,Congressman.Keating,RepBillKeating,UC7KPV4xdxO2dms9vl6tETmg,K000375,2025,N00031933,,61856,412435,4743,Bill Keating,21140,Bill Keating (politician)
Kelly,Mike,Mike Kelly,1948-05-10,M,rep,PA,16,Republican,https://kelly.house.gov,1707 Longworth House Office Building Washington DC 20515-3816,202-225-5406,,MikeKellyPA,191056827594903,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,K000376,2051,N00031647,,62696,412465,119463,Mike Kelly,21167,Mike Kelly (Pennsylvania politician)
Kind,Ron,Ron Kind,1963-03-16,M,rep,WI,3,Democrat,https://kind.house.gov,1502 Longworth House Office Building Washington DC 20515-4903,202-225-5506,,RepRonKind,repronkind,RepRonKind,UC0_BilariURHwSHf9baGykg,K000188,1498,N00004403,,45870,400218,630,Ron Kind,29769,Ron Kind
Kinzinger,Adam,Adam Kinzinger,1978-02-27,M,rep,IL,16,Republican,https://kinzinger.house.gov,2245 Rayburn House Office Building Washington DC 20515-1316,202-225-3635,,RepKinzinger,RepKinzinger,RepAdamKinzinger,UCjDHxyjndxxhjuPWyEBc7UA,K000378,2014,N00030667,,62573,412421,116559,Adam Kinzinger,21128,Adam Kinzinger
Lamborn,Doug,Doug Lamborn,1954-05-24,M,rep,CO,5,Republican,https://lamborn.house.gov,2371 Rayburn House Office Building Washington DC 20515-0605,202-225-4422,,RepDLamborn,CongressmanDougLamborn,CongressmanLamborn,UCaYsGYMniq4nwBBMKFIwsow,L000564,1834,N00028133,,1022846,412191,2698,Doug Lamborn,20704,Doug Lamborn
Langevin,James,James R. Langevin,1964-04-22,M,rep,RI,2,Democrat,https://langevin.house.gov,2077 Rayburn House Office Building Washington DC 20515-3902,202-225-2735,,JimLangevin,CongressmanJimLangevin,jimlangevin,UCQ1sth-7umw1k-fSVqdfRTg,L000559,1668,N00009724,,86608,400230,55787,Jim Langevin,20136,James Langevin
Lankford,James,James Lankford,1968-03-04,M,sen,OK,,Republican,https://www.lankford.senate.gov,316 Hart Senate Office Building Washington DC 20510,202-224-5754,http://www.lankford.senate.gov/contact/email,SenatorLankford,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,L000575,2050,N00031129,S378,1033847,412464,124938,James Lankford,21166,James Lankford
Larsen,Rick,Rick Larsen,1965-06-15,M,rep,WA,2,Democrat,https://larsen.house.gov,2163 Rayburn House Office Building Washington DC 20515-4702,202-225-2605,,RepRickLarsen,RepRickLarsen,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,L000560,1675,N00009759,,86610,400232,56231,Rick Larsen,20145,Rick Larsen
Larson,John,John B. Larson,1948-07-22,M,rep,CT,1,Democrat,https://larson.house.gov,1501 Longworth House Office Building Washington DC 20515-0701,202-225-2265,,RepJohnLarson,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,L000557,1583,N00000575,,36596,400233,17188,John B. Larson,29908,John B. Larson
Latta,Robert,Robert E. Latta,1956-04-18,M,rep,OH,5,Republican,https://latta.house.gov,2467 Rayburn House Office Building Washington DC 20515-3505,202-225-6405,,BobLatta,boblatta,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,L000566,1885,N00012233,,1028071,412256,9926,Robert E. Latta,20755,Bob Latta
Leahy,Patrick,Patrick J. Leahy,1940-03-31,M,sen,VT,,Democrat,https://www.leahy.senate.gov,437 Russell Senate Office Building Washington DC 20510,202-224-4242,https://www.leahy.senate.gov/contact/,SenatorLeahy,SenatorPatrickLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,L000174,1383,N00009918,S057,1552,300065,53353,Patrick Leahy,14307,Patrick Leahy
Lee,Barbara,Barbara Lee,1946-07-16,F,rep,CA,13,Democrat,https://lee.house.gov,2470 Rayburn House Office Building Washington DC 20515-0513,202-225-2661,,RepBarbaraLee,RepBarbaraLee,RepLee,UCnRgK2MXAQOUau0JXqseeNA,L000551,1501,N00008046,,54579,400237,8315,Barbara Lee (California),29778,Barbara Lee
Lee,Mike,Mike Lee,1971-06-04,M,sen,UT,,Republican,https://www.lee.senate.gov/public,361A Russell Senate Office Building Washington DC 20510,202-224-5444,https://www.lee.senate.gov/public/index.cfm/contact,SenMikeLee,senatormikelee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,L000577,2080,N00031696,S346,9267977,412495,66395,Mike Lee,41110,Mike Lee (American politician)
Lofgren,Zoe,Zoe Lofgren,1947-12-21,F,rep,CA,19,Democrat,https://lofgren.house.gov,1401 Longworth House Office Building Washington DC 20515-0519,202-225-3072,,RepZoeLofgren,zoelofgren,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,L000397,701,N00007479,,36520,400245,21899,Zoe Lofgren,29504,Zoe Lofgren
Long,Billy,Billy Long,1955-08-11,M,rep,MO,7,Republican,https://long.house.gov,2454 Rayburn House Office Building Washington DC 20515-2507,202-225-6536,,USRepLong,Rep.Billy.Long,MOdistrict7,UCLQcbyxpHXXAsUJckscQY8g,L000576,2033,N00030676,,61880,412445,123401,Billy Long,21150,Billy Long
Lucas,Frank,Frank D. Lucas,1960-01-06,M,rep,OK,3,Republican,https://lucas.house.gov,2405 Rayburn House Office Building Washington DC 20515-3603,202-225-5565,,RepFrankLucas,RepFrankLucas,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,L000491,711,N00005559,,35692,400247,27032,Frank D. Lucas,29393,Frank Lucas (Oklahoma politician)
Luetkemeyer,Blaine,Blaine Luetkemeyer,1952-05-07,M,rep,MO,3,Republican,https://luetkemeyer.house.gov,2230 Rayburn House Office Building Washington DC 20515-2503,202-225-2956,,RepBlaine,BlaineLuetkemeyer,BLuetkemeyer,UCifiiQclKbBBrkSbCnN6REg,L000569,1931,N00030026,,1031348,412292,20400,Blaine Luetkemeyer,20926,Blaine Luetkemeyer
Luján,Ben,Ben Ray Luján,1972-06-07,M,sen,NM,,Democrat,https://www.lujan.senate.gov,B40C Dirksen Senate Office Building Washington DC 20510,202-224-6621,https://www.lujan.senate.gov,SenatorLujan,,,,L000570,1939,N00029562,S409,1031351,412293,102842,Ben Ray Luján,20932,Ben Ray Luján
Lynch,Stephen,Stephen F. Lynch,1955-03-31,M,rep,MA,8,Democrat,https://lynch.house.gov,2109 Rayburn House Office Building Washington DC 20515-2108,202-225-8273,,RepStephenLynch,repstephenlynch,RepLynch,UCxL4zG0YWqC5XTO4af_FOgw,L000562,1686,N00013855,,1000222,400249,4844,Stephen Lynch,20119,Stephen F. Lynch
Maloney,Carolyn,Carolyn B. Maloney,1946-02-19,F,rep,NY,12,Democrat,https://maloney.house.gov,2308 Rayburn House Office Building Washington DC 20515-3212,202-225-7944,,RepMaloney,RepCarolynMaloney,carolynbmaloney,,M000087,729,N00000078,,26162,400251,26978,Carolyn B. Maloney,29379,Carolyn Maloney
Markey,Edward,Edward J. Markey,1946-07-11,M,sen,MA,,Democrat,https://www.markey.senate.gov,255 Dirksen Senate Office Building Washington DC 20510,202-224-2742,https://www.markey.senate.gov/contact,SenMarkey,EdJMarkey,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,M000133,735,N00000270,S369,260,400253,26900,Ed Markey,14435,Ed Markey
Matsui,Doris,Doris O. Matsui,1944-09-25,F,rep,CA,6,Democrat,https://matsui.house.gov,2311 Rayburn House Office Building Washington DC 20515-0506,202-225-7163,,DorisMatsui,doris.matsui,RepDorisMatsui,UCSqqxVkvskHq3cY2MCbTZsw,M001163,1814,N00027459,,26602,400663,28593,Doris Matsui,20538,Doris Matsui
McCarthy,Kevin,Kevin McCarthy,1965-01-26,M,rep,CA,23,Republican,https://kevinmccarthy.house.gov,2468 Rayburn House Office Building Washington DC 20515-0523,202-225-2915,,GOPLeader,CongressmanKevinMcCarthy,repkevinmccarthy,UCdJUZUFSLJRlUpE-91-6DsA,M001165,1833,N00028152,,85231,412190,28918,Kevin McCarthy (California),20703,Kevin McCarthy (California politician)
McCaul,Michael,Michael T. McCaul,1962-01-14,M,rep,TX,10,Republican,https://mccaul.house.gov,2001 Rayburn House Office Building Washington DC 20515-4310,202-225-2401,,RepMcCaul,michaeltmccaul,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA,M001157,1804,N00026460,,1013056,400654,49210,Michael McCaul,20530,Michael McCaul
McClintock,Tom,Tom McClintock,1956-07-10,M,rep,CA,4,Republican,https://mcclintock.house.gov,2312 Rayburn House Office Building Washington DC 20515-0504,202-225-2511,,RepMcClintock,81125319109,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw,M001177,1908,N00006863,,30359,412295,9715,Tom McClintock,20903,Tom McClintock
McCollum,Betty,Betty McCollum,1954-07-12,F,rep,MN,4,Democrat,https://mccollum.house.gov,2256 Rayburn House Office Building Washington DC 20515-2304,202-225-6631,,BettyMcCollum04,repbettymccollum,BMcCollum04,UC3sZJSdiZo2EBHbsOlsnI7A,M001143,1653,N00012942,,86670,400259,3812,Betty McCollum,20122,Betty McCollum
McGovern,James,James P. McGovern,1959-11-20,M,rep,MA,2,Democrat,https://mcgovern.house.gov,370 Cannon House Office Building Washington DC 20515-2102,202-225-6101,,RepMcGovern,RepJimMcGovern,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,M000312,1504,N00000179,,45976,400263,552,Jim McGovern (Massachusetts),29729,Jim McGovern (American politician)
McHenry,Patrick,Patrick T. McHenry,1975-10-22,M,rep,NC,10,Republican,https://mchenry.house.gov,2004 Rayburn House Office Building Washington DC 20515-3310,202-225-2576,,PatrickMcHenry,CongressmanMcHenry,CongressmanMcHenry,UCY3PTRhkSH-eoltxPVZKD-w,M001156,1792,N00026627,,1007062,400644,21031,Patrick T. McHenry,20522,Patrick McHenry
McKinley,David,David B. McKinley,1947-03-28,M,rep,WV,1,Republican,https://mckinley.house.gov,2239 Rayburn House Office Building Washington DC 20515-4801,202-225-4172,,RepMcKinley,RepMcKinley,RepDavidMcKinley,UCt7BWx4b8ubXa-PneAu103g,M001180,2074,N00031681,,9269013,412487,117396,David McKinley,21188,David McKinley
Rodgers,Cathy,Cathy McMorris Rodgers,1969-05-22,F,rep,WA,5,Republican,https://mcmorris.house.gov,1035 Longworth House Office Building Washington DC 20515-4705,202-225-2006,,CathyMcMorris,mcmorrisrodgers,mcmorrisrodgers,UCRp0lwIxAhq2Ia9_YgRWUkg,M001159,1809,N00026314,,1013063,400659,3217,Cathy McMorris Rodgers,20535,Cathy McMorris Rodgers
McNerney,Jerry,Jerry McNerney,1951-06-18,M,rep,CA,9,Democrat,https://mcnerney.house.gov,2265 Rayburn House Office Building Washington DC 20515-0509,202-225-1947,,RepMcNerney,jerrymcnerney,RepJerryMcNerney,UClUOx6F8GKshxGBUBLkisug,M001166,1832,N00026926,,1021667,412189,29474,Jerry McNerney,20702,Jerry McNerney
Meeks,Gregory,Gregory W. Meeks,1953-09-25,M,rep,NY,5,Democrat,https://meeks.house.gov,2310 Rayburn House Office Building Washington DC 20515-3205,202-225-3461,,RepGregoryMeeks,gregorymeeksny05,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ,M001137,1506,N00001171,,53469,400271,4360,Gregory Meeks,29776,Gregory Meeks
Moore,Gwen,Gwen Moore,1951-04-18,F,rep,WI,4,Democrat,https://gwenmoore.house.gov,2252 Rayburn House Office Building Washington DC 20515-4904,202-225-4572,,RepGwenMoore,GwenSMoore,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,M001160,1811,N00026914,,42548,400661,3457,Gwen Moore,20537,Gwen Moore
Moran,Jerry,Jerry Moran,1954-05-29,M,sen,KS,,Republican,https://www.moran.senate.gov,521 Dirksen Senate Office Building Washington DC 20510,202-224-6521,https://www.moran.senate.gov/public/index.cfm/e-mail-jerry,JerryMoran,jerrymoran,senatorjerrymoran,UC1oRxeUPam6-53wPBZ3N02A,M000934,1507,N00005282,S347,45469,400284,542,Jerry Moran,29722,Jerry Moran
Murkowski,Lisa,Lisa Murkowski,1957-05-22,F,sen,AK,,Republican,https://www.murkowski.senate.gov,522 Hart Senate Office Building Washington DC 20510,202-224-6665,https://www.murkowski.senate.gov/public/index.cfm/contact,LisaMurkowski,SenLisaMurkowski,senatormurkowski,UCaigku16AErqvD0wRuwGb9A,M001153,1694,N00026050,S288,1004138,300075,15841,Lisa Murkowski,40300,Lisa Murkowski
Murphy,Christopher,Christopher Murphy,1973-08-03,M,sen,CT,,Democrat,https://www.murphy.senate.gov,136 Hart Senate Office Building Washington DC 20510,202-224-4041,http://www.murphy.senate.gov/contact,senmurphyoffice,chrismurphyct,senchrismurphy,UCbcEa40PIFpLpdDe06n3F3Q,M001169,1837,N00027566,S364,1021270,412194,17189,Christopher S. Murphy,20707,Chris Murphy
Murray,Patty,Patty Murray,1950-10-11,F,sen,WA,,Democrat,https://www.murray.senate.gov/public,154 Russell Senate Office Building Washington DC 20510,202-224-2621,http://www.murray.senate.gov/public/index.cfm/contactme,PattyMurray,,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,M001111,1409,N00007876,S229,25277,300076,53358,Patty Murray,49308,Patty Murray
